CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Santa Rosa,"Old Courthouse Square, Santa Rosa, CA",CA,US,2018-03-24,about 2000,2000,,2000,,,students of Sonoma County; Mom's Demand Action; Santa Rosa Junior Commission of Human Rights,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.pressdemocrat.com/news/8148099-181/thousands-decry-gun-violence-in,,
Sebastopol,downtown,CA,US,2018-03-24,around 75,75,,75,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,http://www.sonomawest.com/sonoma_west_times_and_news/news/slideshow-march-for-our-lives-in-sebastopol/article_66573924-3147-11e8-824a-87d7f25d5c7c.html,,,
Sonoma,Sonoma Plaza,CA,US,2018-03-24,,,,,,,Sonoma Valley Democrats,support gun control,1,rally,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Sonora,the local high school,CA,US,2018-03-24,NA,300,,300,,,CA - Sonora - March For Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.uniondemocrat.com/localnews/6114552-151/300-march-in-downtown-sonora-to-end-gun,,
South Orange,,CA,US,2018-03-24,FB: 289,289,,289,,,"March for Our Lives - South Orange, CA",support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/297302484130927/,,
Stockton,425 N El Dorado St,CA,US,2018-03-24,hundreds,200,,200,,,Valentino Silva,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://fox40.com/2018/03/24/protesters-gather-in-stockton-to-demand-gun-control/,,
Tehachapi,Tucker Road at W. Valley Blvd,CA,US,2018-03-24,a little more than 100,100,,100,,,CA-Tehachapi-March for Our Lives Rally,support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.tehachapinews.com/news/photo-gallery-with-a-message-of-enough-is-enough-people/article_26ce3d22-3069-11e8-aea4-635a49de83c8.html,,
Temecula,Temecula Duck Pont,CA,US,2018-03-24,picture,12,,24,,,Great Oak High School's Students Demand Action Group,,1,march; rally,0,0,0,0,1,1,https://patch.com/california/temecula/temecula-area-residents-march-our-lives,https://twitter.com/JealisST/status/977622213502296064,,
Truckee,10500 Brockway Rd,CA,US,2018-03-24,,,,,,,CA- TRUCKEE March For Our Lives Rally,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Turlock,1 University Circle,CA,US,2018-03-24,FB: 175,175,,175,,,CA - Turlock - March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/220589395155724,,
Ukiah,Alex Thomas Plaza,CA,US,2018-03-24,around 600,600,,600,,,Ukiah March for Our Lives Rally,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.ukiahdailyjournal.com/general-news/20180324/ukiah-high-students-lead-march-for-our-lives-protest,,
Upland,On the Corner of 8th & Mountain,CA,US,2018-03-24,,,,,,,"March for Our Lives Upland, CA",support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Vallejo,42 habor way,CA,US,2018-03-24,about 300,300,,300,,,March for our lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.dailyrepublic.com/solano-news/vallejo/vallejo-march-to-end-gun-violence/,,
Ventura,Plaza Park,CA,US,2018-03-24,hundreds,200,,200,,,"March For Our Lives Ventura, CA",support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.vcstar.com/story/news/2018/03/24/video-ventura-march-our-lives-event/455917002/,,
Victorville,6252 Burwood St,CA,US,2018-03-24,na,120,,120,,,CA-Victorville March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.latimes.com/nation/la-na-march-for-our-lives-20180324-story.html,,
Visalia,College of the Sequoias,CA,US,2018-03-24,hundreds,200,,200,,,Visalia March For Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://abc30.com/community-events/march-for-our-lives-hundreds-took-the-streets-in-visalia-in-support-of-stricter-gun-laws/3256852/,,
Walnut Creek,1375 Civic Drive,CA,US,2018-03-24,FB: 741,741,,741,,,CA- Walnut Creek -March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/170514187081868/,,
Weaverville,100 Main Street,CA,US,2018-03-24,,,,,,,Trinity County March for Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Weed,,CA,US,2018-03-24,about 50,50,,50,,,March For our lives,support gun control,1,march,0,0,0,0,1,1,http://www.mtshastanews.com/news/20180324/students-teachers-joined-march-for-our-lives-in-weed,,,
Basalt,Lions Park,CO,US,2018-03-24,about 300,300,,300,,,Basalt March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.aspentimes.com/news/local/hundreds-in-basalt-call-for-stricter-gun-control-at-march-for-our-lives-rally/,https://twitter.com/jg0ldman/status/977779775874924544,
Colorado Springs,Acacia Park,CO,US,2018-03-24,at least 2000,2000,,2000,,,MothersAgainstSchootings,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://gazette.com/colorado-springs-march-for-our-lives-draws-large-crowd/article/1623243,,
Cortez,Cortez City Park,CO,US,2018-03-24,about 250,250,,250, ,,Cortez March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://the-journal.com/galleries/183-march-for-our-lives-cortez-colorado#slide=6,http://ksjd.org/post/cortez-march-our-lives-draws-about-250-people,
Crested Butte,Elk Avenue 4 Way Stop,CO,US,2018-03-24,,,,,,,Crested Butte March For Our Lives,support gun control,1,rally; protest,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Denver,State Capitol; Civic Center Park,CO,US,2018-03-24,tens of thousands,20000,,20000,,,"March for Our Lives - Denver, CO",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.denverpost.com/2018/03/24/denver-march-for-our-lives-rally/,,
Durango,Durango High School,CO,US,2018-03-24,an estimated 1300,1300,,1300,,,CO - Durango - March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://durangoherald.com/articles/215222,,
Fort Collins,Old Town Square,CO,US,2018-03-24,about 1000,1000,,1000,,,Fort Collins - March for Our Lives Rally,support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.coloradoan.com/story/news/2018/03/24/march-our-lives-participants-old-town-demand-change-gun-laws/455921002/,,
Grand Junction,Lincoln Park,CO,US,2018-03-24,FB: 278,278,,278,,,Grand Valley March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.westernslopenow.com/news/local-news/grand-junction-participates-in-march-for-our-lives/1075394319,https://www.facebook.com/events/673394259497986/,
Gunnison,Legion Park,CO,US,2018-03-24,,,,,,,March For our lives,support gun control,1,march; rally,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Longmont,6th and Main,CO,US,2018-03-24,at least 1000,1000,,1000,,,Longmont Leads with Love March for Our LIves,support gun control,1,demonstration; vigil,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.timescall.com/news/ci_31758108/gun-violence-protesters-line-longmont-street-march-our,,
Pueblo,Courthouse to Robert Hoag Rawlings Public Library,CO,US,2018-03-24,upwards of 200,200,,200,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://coloradopolitics.com/upwards-of-200-rally-at-pueblo-march-for-our-lives-event/,,,
Steamboat Springs,,CO,US,2018-03-24,photo,100,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/DashaHermosilla/status/978012151141974017,,,
Vail,241 S Frontage Rd; Vail Village to Lionshead Village,CO,US,2018-03-24,nearly 300,300,,300,,,Vail Valley March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.vaildaily.com/entertainment/march-for-our-lives-in-vail-includes-members-of-parkland-florida-community/,,
East Haddam,Two Wrasslin' Cats,CT,US,2018-03-24,approx 300,300,,300,,,Together we Rise,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/170375616928538/,http://wnpr.org/post/march-our-lives-held-across-connecticut,,
Enfield,820 Enfield St.,CT,US,2018-03-24,239,239,,239,,,"March for Our Lives - Enfield, CT",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://patch.com/connecticut/enfield/over-200-gather-enfield-march-our-lives,,
Guilford,43 Park Street,CT,US,2018-03-24,thousands,2000,,2000,,,March for Our Lives - Guilford,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://twitter.com/ChrisMurphyCT/status/977596916694437888,,
Hartford,State Capitol,CT,US,2018-03-24,about 11000,11000,,11000,,,"Womens March CT, We March On",March for Our Lives; Anti Gun Violence,1,march,0,0,0,0,1,1,https://www.facebook.com/events/130235897797192/,https://ctmirror.org/2018/03/24/thousands-come-together-march-lives-hartford/,,
Kent,Kent Town Hall,CT,US,2018-03-24,video,60,,120,,,Kent March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.youtube.com/watch?v=7FTMUtjFrt0,,
Old Saybrook,Main St.,CT,US,2018-03-24,FB: 145,145,,145,,,Shoreline March for Our Lives,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1510884525677180/,,,
Roxbury,Roxbury Green,CT,US,2018-03-24,an estimated 500,500,,500,,,general protestors,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.primepublishers.com/voicesnews/multimedia/videos/march-for-our-lives-roxbury/video_c54116fc-3116-11e8-b3fa-2b1939188114.html,,same group that organized a Women's March sister march; organizers are expecting about 100 people
Shelton,38 E Canal St,CT,US,2018-03-24,FB: 159,159,,159,,,Shelton March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/pg/SheltonMarch4OurLives/events/?ref=page_internal,https://www.facebook.com/events/600405690351797/,,
Stamford,Mill River Park,CT,US,2018-03-24,estimated 2000,2000,,2000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.stamfordadvocate.com/local/article/HEAD-HERE-TK-12779190.php#photo-15285566,,
Stonington,Stonington High School; Pawcatuck,CT,US,2018-03-24,more than 750; more than 400,400,,750,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/ElissaBass/status/977874971342012416,https://www.facebook.com/events/156079561768046/,http://www.norwichbulletin.com/news/20180324/students-nationwide-demand-action-against-gun-violence,
West Hartford,Town Hall,CT,US,2018-03-24,approx 300,300,,300,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://we-ha.com/west-hartford-residents-take-streets-marchforourlives/,,,
Westport,20 Wilton Rd,CT,US,2018-03-24,over 1000,1000,,1000,,,CT-Westport March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://patch.com/connecticut/westport/over-1-000-show-march-our-lives-westport,,
Washington,Pennsylvania Ave.,DC,US,2018-03-24,see Misc in column Y,202796,471538,800000,223075.6,720000,March for Our Lives; Save Our Schools,support gun control,1,protest; march,,,,,1,1,https://www.facebook.com/events/157161255003456/,https://www.nbcnews.com/news/us-news/march-our-lives-draws-hundreds-thousands-washington-around-nation-n859716,https://www.cbsnews.com/news/march-for-our-lives-crowd-size-estimated-200000-people-attended-d-c-march/,800K is organizer estimate
Bethany Beach,Rte. 26,DE,US,2018-03-24,,,,,,,general protestors,support gun control,1,rally,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,"listed with MFOL events on main page, but organizers say the rally is ""non political"""
Lewes,Shields Elementary School,DE,US,2018-03-24,nearly 500,500,,500,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.capegazette.com/article/hundreds-turn-out-march-our-lives-lewes/153526,,
Ocean City,,DE,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,,,,,1,1,http://www.wmdt.com/news/delaware/organizers-prepare-for-march-for-our-lives-event/720414011,,,
Onancock,,DE,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,,,,,1,1,http://www.wmdt.com/news/delaware/organizers-prepare-for-march-for-our-lives-event/720414011,,,
Rehoboth Beach,Stockley Street Park to band stand,DE,US,2018-03-24,more than 1100,1100,,1100,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.delmarvanow.com/story/news/local/delaware/2018/03/24/march-our-lives-rehoboth-world-we-living-now/452476002/,,,
Wilmington,Howard High School,DE,US,2018-03-24,about 400,400,,400,,,general protestors,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.usatoday.com/story/news/nation/2018/03/24/too-many-children-being-hurt-former-vp-joe-biden-surprises-delaware-march-our-lives-rally/455760002/?utm_source=dlvr.it&utm_medium=twitter,,
Apopka,2295 E Semoran Blvd,FL,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.orlandosentinel.com/news/politics/political-pulse/os-student-gun-control-protests-20180321-story.html,,,
Boca Raton,Mizner Park Amphitheater,FL,US,2018-03-24,na; about 4000; estimated 5000,3500,,5000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.orlandosentinel.com/news/fl-march-for-our-lives-coverage-20180324-story.html,https://www.palmbeachpost.com/news/march-for-our-lives-local-gun-control-advocates-take-the-streets-today/GSmxUEHwApxYm85Lfu3n2N/,https://www.mypalmbeachpost.com/news/west-palm-boca-delray-marches-draw-thousands-from-grandparents-toddlers/gnab2up911xrMOyMyTvn1N/,
Bowling Green ,,FL,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,http://www.fox13news.com/news/local-news/hardee-and-highlands-county-students-join-march-for-our-lives,http://www.wfla.com/news/local-news/find-a-march-for-our-lives-rally-in-tampa-bay/1073018861,,
Boynton Beach,outside The Cascades residence,FL,US,2018-03-24,about 500,500,,500,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.mypalmbeachpost.com/news/new-boynton-grandparents-form-their-own-rally-support-students/BpBhk9nFaN3j4YrjEt7FZP/,,,500 combines 3 events
Boynton Beach,outside the Westchester Country Club,FL,US,2018-03-24,see above,,,,,,general protestors,support gun control,1,march,0,0,0,0,0,1,https://www.mypalmbeachpost.com/news/new-boynton-grandparents-form-their-own-rally-support-students/BpBhk9nFaN3j4YrjEt7FZP/,,,
Boynton Beach,,FL,US,2018-03-24,see above,,,,,,general protestors,support gun control,1,march,0,0,0,0,0,1,https://www.mypalmbeachpost.com/news/new-boynton-grandparents-form-their-own-rally-support-students/BpBhk9nFaN3j4YrjEt7FZP/,,,
Bradenton,Riverwalk Mosaic Amphitheater to the nearby historic Manatee County Courthouse,FL,US,2018-03-24,nearly 1000,1000,,1000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.heraldtribune.com/news/20180324/thousands-flock-to-sarasota-bayfront-and-bradentons-riverwalk-for-march-for-our-lives,,,
