City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
Topeka,Topeka West High School,KS,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.cjonline.com/news/20180314/never-again-topeka-schools-participate-in-national-walkout-day,,,,
Topeka,Washburn Rural High School,KS,US,2018-03-14,about 225,225,,225,,,students,mixed; see note,0,walkout,0,0,0,0,0,1,http://www.cjonline.com/news/20180314/never-again-topeka-schools-participate-in-national-walkout-day,,,anti and pro-gun students particpated,
Wichita,Buckner Elementary School,KS,US,2018-03-14,na,2,,2,,,student; parent,,1,walkout,0,0,0,0,1,1,http://www.kansas.com/news/local/education/article205069784.html,,,,
Wichita,East High School,KS,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,0,1,http://www.kansas.com/news/local/education/article205069784.html,,,,
Wichita,North High School,KS,US,2018-03-14,about 250,250,,250,,,students,,1,walkout,0,0,0,0,1,1,http://www.kansas.com/news/local/education/article205069784.html,,,,
Benton,Marshall County High School,KY,US,2018-03-14,more than 100,100,,100,,,Students ,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.courier-journal.com/story/news/education/2018/03/14/national-school-walkout-day-marshall-county-high/421399002/,,,,
Goshen,North Oldham High School ,KY,US,2018-03-14,more than 100; estimated 125,100,,125,,,Students,,1,walkout,,,,,1,1,https://www.courier-journal.com/story/news/education/2018/03/14/national-school-walkout-day-north-oldham-high-students-detention/424376002/,,,detention,
Louisville,Atherton High School,KY,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://twitter.com/CMK1009/status/973929332589645825,,,,
Louisville,DuPont Manual High School,KY,US,2018-03-14,three-fourths of the school’s 1800,1350,,1350,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.whas11.com/article/news/local/dupont-manual-hs-students-walk-out-against-gun-violence/417-528592440,http://www.whas11.com/article/news/local/louisville-students-participate-in-national-school-walkout/417-528470294,https://twitter.com/RobertBReports/status/973925288190119936,https://insiderlouisville.com/education-community/jcps-students-participate-in-national-walkout-day-to-honor-school-shooting-victims/,
Newport,Newport HS,KY,US,2018-03-14,nearly all of 640 students,500,,600,,,Students,,1,walkout,,,,,1,1,https://www.cincinnati.com/story/news/education/2018/03/14/national-school-walkout-gun-protest-school-shootings-what-you-need-know/421962002/,form,,,
Dutchtown,Dutchtown High School,LA,US,2018-03-14,more than 30,30,,30,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.theadvocate.com/baton_rouge/news/communities/ascension/article_edb17fe2-26e8-11e8-af25-23e616809e52.html,,,,
Edgard,West St. John's Elementary,LA,US,2018-03-14,count pic,33,,33,,,Students,,1,walkout,,,,,1,1,https://twitter.com/WSJERAMS/status/973941824086859777,,,,
New Orleans,Karr High School,LA,US,2018-03-14,nearly 100,100,,100,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.fox8live.com/story/37724395/students-protest-gun-violence-demand-gun-control-on-national-school-walkout,,,,
New Orleans,Morris Jeff Community School,LA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.bestofneworleans.com/thelatest/archives/2018/03/14/new-orleans-students-join-massive-nationwide-walkout-against-gun-violence,,,,
Ruston,Ruston High School,LA,US,2018-03-14,NA,5,,5,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.thenewsstar.com/story/news/education/2018/03/14/students-ruston-high-protest-gun-violence/425129002/,,,,
Andover,Andover High School,MA,US,2018-03-15,approx 250,250,,250,,,students,,1,walkout,0,0,0,0,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Arlington,Arlington HS,MA,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://whdh.com/news/massachusetts-students-walk-out-of-class-demand-action-on-gun-violence-2/,,,,
Barre,Quabbin Regional High School,MA,US,2018-03-14,FB: 3,3,,3,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/1795766640443552/,,,,
Belmont,Belmont High School,MA,US,2018-03-21,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://uubelmont.org/2018/03/14/belmont-walkout-gun-control-rescheduled-wed-march-21/,http://belmont.wickedlocal.com/news/20180321/middle-and-high-school-students-in-belmont-walk-out-to-protest-gun-violence,,moved date due to snow,
Belmont,Chenery Middle School,MA,US,2018-03-21,see above,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://belmont.wickedlocal.com/news/20180321/middle-and-high-school-students-in-belmont-walk-out-to-protest-gun-violence,,,moved date due to snow,
Beverly,Beverly High School,MA,US,2018-03-15,hundreds,200,,200,,,Students,,1,walkout,0,0,0,0,1,1,http://www.salemnews.com/news/beverly-students-participate-in-walkout-to-protest-gun-violence/article_de0d9456-287b-11e8-a297-23c88c79940b.html,,,,
Billerica,Billerica High School,MA,US,2018-03-14,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.wcvb.com/article/students-walk-out-of-school-to-protest-gun-violence/19447247,,,,
Boston,Boston University Medical Campus,MA,US,2018-03-14,at least 300,300,,300,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.bu.edu/today/2018/medical-campus-crc-host-walkout-against-gun-violence/,,,,
Boston,Boston University's Charles River Campus; Marsh Plaza,MA,US,2018-03-14,several dozen,36,,36,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.bu.edu/today/2018/medical-campus-crc-host-walkout-against-gun-violence/,,,,
Boston,Emerson College,MA,US,2018-03-14,FB: 181,181,,181,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.facebook.com/events/1510731949024851/,https://boston-informer.com/282072/boston-students-participate-in-national-walkout-against-gun-violence/,,,
Boston,Statehouse,MA,US,2018-03-14,more than 100,100,,100,,,general protestors; students?,Enough: National School Walkout,1,protest,0,0,0,0,0,1,https://www.bostonmagazine.com/news/2018/03/14/boston-student-gun-violence-rally-snow-day/,,,,
Boxford,Masconomet Regional High School,MA,US,2018-03-15,several hundred,300,,300,,,students,,1,walkout,0,0,0,0,1,1,http://boxford.wickedlocal.com/news/20180316/masco-students-join-national-walkout-advocate-for-gun-control-legislation,,,,
Brookline,Brookline High School,MA,US,2018-03-15,FB: 42,42,,42,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/1344131269065869/,http://www.wickedlocal.com/news/20180315/get-out-and-vote-brookline-students-say-at-gun-violence-walkout,,,
Brookline,Runkle School,MA,US,2018-03-14,,,,,,,Students; general protestors,Enough: National School Walkout,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/1344131269065869/,http://www.wickedlocal.com/news/20180315/get-out-and-vote-brookline-students-say-at-gun-violence-walkout,,,
Burlington,Burlington HS,MA,US,2018-03-19,,,,,,,Students,,1,walkout,,,,,1,1,https://patch.com/massachusetts/woburn/burlington-high-school-students-ready-friday-walkout,,,delayed due to snow,
Cambridge,Cambridge Rindge and Latin HS,MA,US,2018-03-15,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcboston.com/news/local/Massachusetts-Students-Walk-Out-in-Gun-Protests-476789983.html,https://www.nbcboston.com/on-air/as-seen-on/WEB-Cambridge-Walkout-031518_NECN-476989223.html,,postponed one day due to snow; count from video,
Chicopee,Chicopee High School,MA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2018/03/chicopee_students_plan_to_join.html,,,,
Chicopee,Chicopee Comprehensive High School,MA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.masslive.com/news/index.ssf/2018/03/chicopee_students_plan_to_join.html,,,,
Chicopee,Chicopee academy,MA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.masslive.com/news/index.ssf/2018/03/chicopee_students_plan_to_join.html,,,,
Eastham,Nauset Regional High School,MA,US,2018-03-15,,,,,,,students,,1,walkout,,,,,1,1,http://www.capecodtimes.com/news/20180315/some-cape-students-move-forward-with-postponed-walkouts,,,,
Framingham,Framingham High School,MA,US,2018-03-14,FB: 6,6,,6,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/352212548627123/,,,,
Framingham,Macomber Center (school),MA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.communityadvocate.com/2018/03/15/students-throughout-the-region-show-support-for-parkland-victims/,,,,
Franklin,Franklin High School,MA,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8917/signup/?akid=&zip=&source=,,,,
Gloucester ,Gloucester High School,MA,US,2018-03-15,estimated 300,300,,300,,,students,,1,walkout,0,0,0,0,1,1,http://www.gloucestertimes.com/news/local_news/we-feel-unsafe-teens-walk-out-will-deliver-essays-on/article_195ccf29-64d8-5c36-bb77-2383e8d35014.html,,,,
Harwich,Monomoy Regional High School,MA,US,2018-03-16,more than 200,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.capecodtimes.com/news/20180315/some-cape-students-move-forward-with-postponed-walkouts,http://www.capecodtimes.com/article/20180316/NEWS/180319594,,,
Haverhill,Haverhill High School,MA,US,2018-03-15,more than 2/3 of 1800,1200,,1200,,,students,,1,walkout,0,0,0,0,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Hopkinton,Hopkinton High School,MA,US,2018-03-14,about 200,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://hopkinton.wickedlocal.com/news/20180321/video-drone-footage-on-hopkinton-walkout,,,,
Hudson,Hudson High School,MA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.communityadvocate.com/2018/03/15/students-throughout-the-region-show-support-for-parkland-victims/,,,,
Lawrence,Lawrence High School,MA,US,2018-03-16,,,,,,,students,,1,walkout,,,,,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Lexington,Clarke Middle School,MA,US,2018-03-15,about 150,150,,150,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://lexington.wickedlocal.com/news/20180320/lexingtons-clarke-middle-school-says-enough-roughly-150-students-take-stand-on-gun-violence,,,,
Lexington,Diamond Middle School,MA,US,2018-03-15,roughly 700,700,,700,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://lexington.wickedlocal.com/news/20180320/diamond-middle-school-students-walk-out-of-class-in-lexington,,,,
Lexington,Lexington High School,MA,US,2018-03-15,more than 1000,1000,,1000,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://lexington.wickedlocal.com/news/20180315/more-than-1000-lexington-high-students-take-part-in-walkout,,,,
Manchester,Manchester Essex Regional High and Middle School,MA,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.gloucestertimes.com/news/local_news/manchester-essex-walkout-money-from-orange-t-shirt-sales-given/article_a9b4f3e3-2d38-5ccb-9841-cb49076286e7.html,,,,
Marlborough,Marlborough High School,MA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.communityadvocate.com/2018/03/15/students-throughout-the-region-show-support-for-parkland-victims/,,,,
Mashpee,Mashpee Middle High School,MA,US,2018-03-16,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.capecodtimes.com/article/20180316/NEWS/180319594,,,,
Methuen,Methuen HS,MA,US,2018-03-15,,,,,,,Students,,1,walkout,0,0,0,0,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Newton,Newton North High School,MA,US,2018-03-15,estimated more than 1000,1000,,1000,,,Students,,1,walkout,0,0,0,0,1,1,http://www.wickedlocal.com/news/20180315/newton-high-school-students-make-voices-heard-during-gun-violence-walkout,,,,
Newton,Newton South HS,MA,US,2018-03-15,estimated more than 1000,1000,,1000,,,Students,,1,walkout,0,0,0,0,0,1,http://www.wickedlocal.com/news/20180315/newton-high-school-students-make-voices-heard-during-gun-violence-walkout,,,,
North Andover,North Andover HS,MA,US,2018-03-15,,,,,,,Students,,1,walkout,0,0,0,0,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
North Andover,middle school,MA,US,2018-03-15,,,,,,,Students,,1,walkout,0,0,0,0,0,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Northborough,Algonquin Regional High School,MA,US,2018-03-14,,,,,,,,,1,walkout,0,0,0,0,1,1,http://www.wcvb.com/article/instead-of-walkout-students-with-snow-day-to-march-to-state-house/19428375,,,,
Peabody,Peabody High School,MA,US,2018-03-15,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.salemnews.com/news/peabody-students-rally-for-safer-healthier-nation/article_f28ec8ca-28ba-11e8-9211-7753ba04738e.html,,,,
Provincetown,Town Hall,MA,US,2018-03-14,about 20,20,,20,,,students; general protestors,,1,protest,0,0,0,0,1,1,http://www.capecodtimes.com/news/20180315/some-cape-students-move-forward-with-postponed-walkouts,,,,
Reading,Reading Memorial High School,MA,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8581/signup/?akid=&zip=&source=,,,,
Rockport,Rockport High School,MA,US,2018-03-14,estimated 200,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.gloucestertimes.com/news/local_news/school-should-be-safe-at-rockport-high-more-than-stand/article_133cd975-b674-5898-976a-637fc6f6407b.html,,,,"""Rockport High’s walkout was not officially sanctioned by school officials. Nevertheless, Superintendent Rob Liebow stood by in solidarity with the students. As long as they were being respectful — and they were — he said he had no problem."""
Salem,Salem High School,MA,US,2018-03-16,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.salemnews.com/news/local_news/salem-high-students-join-national-walk-out-movement/article_4b3ebb08-7743-512d-96ef-4526086776d1.html,,,,
Scituate,Scituate HS,MA,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://whdh.com/news/massachusetts-students-walk-out-of-class-demand-action-on-gun-violence-2/,,,,
Shrewsbury,Shrewsbury High School,MA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.communityadvocate.com/2018/03/15/students-throughout-the-region-show-support-for-parkland-victims/,,,,
Springfield,Chestnut Academy,MA,US,2018-03-14,more than 900,900,,900,,,students; teachers,,1,walkout,0,0,0,0,1,1,http://wwlp.com/2018/03/15/chestnut-academy-students-participate-in-nationwide-school-walkout/,,,,
Sutton,Sutton High School,MA,US,2018-03-14,,,,,,,,,1,walkout,,,,,1,1,http://www.telegram.com/news/20180314/sutton-high-school-students-brave-cold-in-national-walkout-day-protest-against-gun-violence,,,,
Walpole,Walpole HS,MA,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://whdh.com/news/massachusetts-students-walk-out-of-class-demand-action-on-gun-violence-2/,,,,
Westborough,Westborough High School,MA,US,2018-03-14,approx 1135,1135,,1135,,,students; staff,,1,walkout,0,0,0,0,1,1,https://www.communityadvocate.com/2018/03/14/westborough-students-walkout-in-show-of-solidarity-for-parkland-victims/,,,,
Worcester,Clark University,MA,US,2018-03-14,about 50,50,,50,,,,,1,walkout,0,0,0,0,1,1,https://twitter.com/HeatherSilberMo/status/974022941611581440,,,,
Annapolis,Annapolis High School,MD,US,2018-03-14,,,,,,,,,1,walkout,,,,,1,1,http://www.wbaltv.com/article/maryland-students-participate-in-walkout-to-honor-florida-shooting-victims/19429484,,,,
Baltimore,City College,MD,US,2018-03-14,,,,,,,GoodKidsMadCity; students,gun control in Chicago and Baltimore,1,walkout,,,,,0,1,https://twitter.com/jaisalnoor/status/973663869502722048,https://www.facebook.com/therealnews/videos/10156111533937980/,,,
Baltimore,Johns Hopkins University School of Medicine,MD,US,2018-03-14,FB: 62,62,,62,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/1997336860478100/,,,,
Baltimore,Lake Clifton Eastern High School,MD,US,2018-03-14,about 150,150,,150,,,students,,1,walkout,,,,,0,1,http://www.wbaltv.com/article/maryland-students-participate-in-walkout-to-honor-florida-shooting-victims/19429484,,,,
Baltimore,Poly-Western High School,MD,US,2018-03-14,,,,,,,students,,1,walkout,,,,,0,1,http://www.wbaltv.com/article/maryland-students-participate-in-walkout-to-honor-florida-shooting-victims/19429484,,,,
Baltimore,Roland Park Middle School,MD,US,2018-03-14,dozens,24,,24,,,students,,1,walkout,,,,,0,1,http://www.wbaltv.com/article/maryland-students-participate-in-walkout-to-honor-florida-shooting-victims/19429484,,,,
