CD,Cluster,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban mix,Sparse suburban,Dense suburban,Urban-suburban mix,Pure urban
ME-01,Rural-suburban mix,0.450501659,0.38520769,0.100253024,0.064037627,Chellie Pingree,D,0.541,0.393,0.596,0.382,0.607,0.375,0.419400547,0.579896073,7.03E-04,-8,Solid D,-3,0,0.9973,0,0.376663104,0.500275268,0.061341207,0.028876481,0.022036338,0.010807602
ME-02,Pure rural,0.804478457,0.129810713,0.038909411,0.026801419,Bruce Poliquin,R,0.411,0.514,0.53,0.444,0.546,0.434,0.547664141,0.451699827,6.36E-04,2,Tossup,0,1,0.3548,1,0.614413018,0.169628492,0.072580582,0.057568134,0.051797373,0.034012401
MI-01,Pure rural,0.709264106,0.237770998,0.040810909,0.012153987,Jack Bergman,R,0.366,0.579,0.453,0.536,0.497,0.484,0.548967305,0.400626195,0.0504065,9,Likely R,2,1,0.1556,0,0.798715938,0.105010977,0.036040759,0.0252736,0.021675581,0.013283145
MI-02,Rural-suburban mix,0.282074725,0.409581895,0.298316622,0.010026758,Bill Huizenga,R,0.382,0.558,0.431,0.56,0.48,0.503,0.626261316,0.325322402,0.048416282,9,Solid R,3,0,0.0416,0,0.063990695,0.601154892,0.25369822,0.049548045,0.023022605,0.008585544
MI-03,Rural-suburban mix,0.312318702,0.346141515,0.237966712,0.10357307,Justin Amash,R,0.422,0.516,0.458,0.531,0.497,0.486,0.59452631,0.375038336,0.030435354,6,Likely R,2,1,0.0134,0,0.060315795,0.772634303,0.104226689,0.035246162,0.020321739,0.007255312
MI-04,Pure rural,0.723682941,0.183402787,0.092914272,0,John Moolenaar,R,0.347,0.595,0.455,0.535,0.496,0.486,0.616219743,0,0.383780257,10,Solid R,3,0,0.0024,0,0.746681157,0.127593525,0.046043454,0.034072134,0.028524555,0.017085176
MI-05,Sparse suburban,0.231431021,0.412330783,0.309095144,0.047143051,Daniel Kildee,D,0.497,0.455,0.607,0.383,0.63,0.353,0.351096649,0.611601956,0.037301396,-5,Solid D,-3,0,0.9994,0,0.049146307,0.326076552,0.527970986,0.061301428,0.026390172,0.009114555
MI-06,Rural-suburban mix,0.457807959,0.372610539,0.144497063,0.025084439,Fred Upton,R,0.429,0.513,0.488,0.502,0.531,0.452,0.586406323,0.364055649,0.049538027,4,Likely R,2,1,0.1153,0,0.333662285,0.572238715,0.048565929,0.022354023,0.015715079,0.007463968
MI-07,Pure rural,0.520775185,0.325197197,0.138155067,0.015872551,Tim Walberg,R,0.387,0.557,0.479,0.51,0.508,0.474,0.550529111,0.400260449,0.049210441,7,Likely R,2,1,0.3474,1,0.797518405,0.153873283,0.022750072,0.012334369,0.009025926,0.004497944
MI-08,Sparse suburban,0.207414518,0.427581079,0.329752237,0.035252165,Mike Bishop,R,0.439,0.506,0.48,0.511,0.52,0.464,0.560345861,0.391835255,0.047818883,4,Tossup,0,1,0.5203,1,0.036111679,0.191607218,0.688498804,0.05434031,0.021903521,0.007538468
MI-09,Dense suburban,1.47E-04,0.07055122,0.579279863,0.350022284,Sander Levin,D,0.515,0.437,0.572,0.419,0.581,0.401,0.373974331,0.579105214,0.046920455,-4,Solid D,-3,0,0.9943,0,0.030388526,0.049238191,0.086919086,0.526731965,0.266645955,0.040076275
MI-10,Rural-suburban mix,0.360644661,0.300809477,0.310588126,0.027957737,Paul Mitchell,R,0.316,0.638,0.437,0.553,0.48,0.5,0.630917084,0.32292519,0.046157726,13,Solid R,3,0,0.0014,0,0.100583231,0.694867914,0.119277738,0.051106731,0.024966034,0.009198353
MI-11,Sparse suburban,0.011308584,0.417282408,0.51455391,0.056855098,David Trott,R,0.453,0.497,0.469,0.523,0.502,0.483,0.52932372,0.401754469,0.06892181,4,Lean D,-1,1,0.8014,1,0.036063664,0.086649192,0.54531453,0.256367753,0.058036721,0.01756814
MI-12,Dense suburban,0.020392394,0.271502522,0.448145113,0.259959972,Debbie Dingell,D,0.608,0.345,0.662,0.328,0.669,0.314,0.292516634,0.643381972,0.064101393,-14,Solid D,-3,0,1,0,0.015621265,0.033819816,0.109450733,0.74621157,0.082101691,0.012794925
MI-13,Dense suburban,4.12E-04,0.067482084,0.594933574,0.337172372,Vacant,Vacant,0.788,0.181,0.852,0.143,0.848,0.142,0.157259394,0.771036901,0.071703705,-32,Solid D,-3,0,1,0,0.031263734,0.050590051,0.089573071,0.547073263,0.241966867,0.039533014
MI-14,Dense suburban,1.24E-04,0.103206588,0.547556381,0.34911287,Brenda Lawrence,D,0.792,0.183,0.81,0.186,0.822,0.171,0.186841987,0.785065632,0.028092381,-30,Solid D,-3,0,1,0,0.025235905,0.042328432,0.078656625,0.56368122,0.257288067,0.03280975
MN-01,Rural-suburban mix,0.446143384,0.322983682,0.207067822,0.023805111,Timothy Walz,D,0.384,0.533,0.496,0.482,0.508,0.467,0.495794591,0.503380702,8.25E-04,5,Tossup,0,1,0.3244,1,0.211035087,0.702139826,0.04515581,0.021637503,0.013920456,0.006111317
MN-02,Sparse suburban,0.169645309,0.418183097,0.383627814,0.02854378,Jason Lewis,R,0.453,0.465,0.491,0.49,0.505,0.476,0.469536914,0.451575379,0.078887707,2,Lean D,-1,1,0.8238,1,0.017549059,0.069619933,0.852910101,0.041636206,0.013771587,0.004513114
MN-03,Sparse suburban,0.057791799,0.38560693,0.532860961,0.023740311,Erik Paulsen,R,0.508,0.414,0.496,0.488,0.51,0.474,0.56695657,0.430135921,0.002907509,-1,Lean D,-1,1,0.8126,1,0.040068265,0.097767686,0.525271892,0.264558865,0.055337154,0.016996138
MN-04,Dense suburban,0.020673452,0.229002154,0.47175708,0.278567314,Betty McCollum,D,0.615,0.306,0.625,0.355,0.626,0.355,0.34389562,0.577645875,0.078458505,-14,Solid D,-3,0,0.9998,0,0.009768268,0.019809514,0.053123957,0.844343023,0.064114619,0.008840618
MN-05,Urban-suburban mix,4.20E-04,0.017178221,0.437141717,0.545260307,Keith Ellison,D,0.737,0.185,0.735,0.24,0.734,0.245,0.222890334,0.690733443,0.086376222,-26,Solid D,-3,0,1,0,0.019567309,0.028183423,0.039829275,0.106655643,0.742998714,0.062765636
MN-06,Rural-suburban mix,0.334163071,0.516682498,0.149154431,0,Tom Emmer,R,0.332,0.589,0.415,0.565,0.432,0.547,0.655793427,0.342713221,0.001493352,12,Solid R,3,0,0.0012,0,0.146726995,0.603617143,0.156432266,0.047627436,0.031074599,0.014521561
MN-07,Pure rural,0.695033751,0.246878203,0.058088047,0,Collin Peterson,D,0.31,0.618,0.441,0.539,0.471,0.504,0.474393075,0.524679007,9.28E-04,12,Likely D,-2,1,0.8723,0,0.834236302,0.089317156,0.029286845,0.020151314,0.01688664,0.010121743
MN-08,Pure rural,0.633588142,0.295629888,0.049264021,0.021517948,Richard Nolan,D,0.386,0.542,0.517,0.462,0.531,0.445,0.4960768,0.501704582,0.002218618,4,Tossup,0,1,0.3963,1,0.920974363,0.046753474,0.013030917,0.008302927,0.006920681,0.004017639
MO-01,Dense suburban,0.002802444,0.101272517,0.510219121,0.385705918,Wm. Clay,D,0.77,0.188,0.799,0.189,0.803,0.186,0.19971085,0.754697093,0.045592057,-29,Solid D,-3,0,1,0,0.025238346,0.041822332,0.074530033,0.425024494,0.395784494,0.037600301
MO-02,Dense suburban,0.014904008,0.294611944,0.638167157,0.052316892,Ann Wagner,R,0.423,0.526,0.414,0.571,0.464,0.526,0.585425458,0.37670096,0.037873582,8,Lean R,1,1,0.1041,0,0.043551184,0.087630889,0.262337135,0.500154151,0.082229067,0.024097573
MO-03,Rural-suburban mix,0.401561756,0.378957181,0.219481064,0,Blaine Luetkemeyer,R,0.281,0.671,0.361,0.62,0.428,0.558,0.67836713,0.279342334,0.042290536,18,Solid R,3,0,1.00E-04,0,0.046825103,0.913169151,0.02345467,0.008916308,0.005336363,0.002298404
MO-04,Pure rural,0.540315777,0.370810534,0.078050205,0.010823484,Vicky Hartzler,R,0.293,0.653,0.364,0.612,0.419,0.565,0.678280971,0.278448323,0.043270707,17,Solid R,3,0,4.00E-04,0,0.80069448,0.140645375,0.026998648,0.01444747,0.011204259,0.006009767
MO-05,Dense suburban,0.10870493,0.269793531,0.523717614,0.097783925,Emanuel Cleaver,D,0.541,0.406,0.589,0.394,0.62,0.368,0.381691183,0.588293706,0.030015111,-7,Solid D,-3,0,0.9989,0,0.031136,0.074216009,0.265454922,0.559455357,0.055749005,0.013988707
MO-06,Rural-suburban mix,0.41080189,0.407192766,0.182005343,0,Sam Graves,R,0.317,0.631,0.379,0.6,0.431,0.553,0.680245631,0.284473411,0.035280958,16,Solid R,3,0,3.00E-04,0,0.101711076,0.827871413,0.040539196,0.015502931,0.00989738,0.004478005
MO-07,Rural-suburban mix,0.409167561,0.38074082,0.186980613,0.023111006,Billy Long,R,0.247,0.704,0.303,0.676,0.353,0.631,0.675390645,0.273934089,0.050675267,23,Solid R,3,0,1.00E-04,0,0.063810872,0.893435839,0.024210636,0.009632884,0.006183892,0.002725877
MO-08,Pure rural,0.65912922,0.317246265,0.023624516,0,Jason Smith,R,0.21,0.754,0.32,0.659,0.383,0.6,0.743974022,0.226660968,0.02936501,24,Solid R,3,0,0,0,0.85236289,0.084176361,0.025517231,0.016197253,0.013584205,0.00816206
MS-01,Pure rural,0.618043716,0.334619651,0.047336632,0,Trent Kelly,R,0.324,0.654,0.37,0.619,0.366,0.624,0.687214361,0.279429338,0.033356301,16,Solid R,3,0,0.001,0,0.903395672,0.059318739,0.015688527,0.009459745,0.007699942,0.004437376
MS-02,Pure rural,0.489527077,0.35209055,0.158382373,0,Bennie Thompson,D,0.636,0.351,0.664,0.33,0.642,0.352,0.291466929,0.67105915,0.037473921,-14,Solid D,-3,0,1,0,0.519695576,0.393839851,0.043253908,0.021317213,0.014770682,0.00712277
MS-03,Pure rural,0.601600557,0.323127049,0.075272394,0,Gregg Harper,R,0.368,0.613,0.391,0.6,0.384,0.608,0.662010776,0.303689425,0.034299799,13,Solid R,3,0,0.004,0,0.957890076,0.026921233,0.00650074,0.003884076,0.003084179,0.001719696
MS-04,Rural-suburban mix,0.437147586,0.434194123,0.128658292,0,Steven Palazzo,R,0.282,0.694,0.312,0.676,0.311,0.679,0.650418432,0.278015919,0.071565649,21,Solid R,3,0,0.0066,0,0.264014598,0.608423249,0.069344725,0.028613135,0.019902471,0.009701821
MT-AL,Pure rural,0.518712789,0.256645798,0.196032601,0.028608811,Greg Gianforte,R,0.359,0.565,0.417,0.554,0.473,0.495,0.561915283,0.405487259,0.032597459,11,Lean R,1,1,0.209,0,0.654889611,0.249388405,0.042881546,0.026033513,0.018251586,0.00855534
NC-01,Rural-suburban mix,0.441214553,0.305548803,0.228430883,0.02480576,G. Butterfield,D,0.675,0.305,0.681,0.312,0.673,0.322,0.28961303,0.686232353,0.024154617,-17,Solid D,-3,0,1,0,0.200333443,0.698181859,0.052550109,0.02591434,0.016130289,0.006889962
NC-02,Rural-suburban mix,0.34940689,0.43609545,0.208107024,0.006390636,George Holding,R,0.436,0.532,0.43,0.56,0.448,0.543,0.567085801,0.432914199,0,6,Lean R,1,1,0.3476,1,0.053591115,0.859641077,0.055988128,0.016675426,0.009879514,0.00422474
NC-03,Pure rural,0.487428816,0.382113764,0.13045742,0,Walter Jones,R,0.369,0.605,0.406,0.585,0.424,0.568,0.672012135,0.327987865,0,12,Solid R,3,0,0,0,0.512610521,0.391950778,0.048032468,0.022940051,0.016351004,0.008115179
NC-04,Sparse suburban,0.098696328,0.338721753,0.487642842,0.074939077,David Price,D,0.682,0.282,0.645,0.342,0.658,0.332,0.317821659,0.682178341,0,-16,Solid D,-3,0,1,0,0.030617083,0.082126964,0.543006825,0.28601215,0.045779274,0.012457703
NC-05,Rural-suburban mix,0.349042951,0.517569458,0.13338759,0,Virginia Foxx,R,0.398,0.574,0.423,0.565,0.446,0.542,0.584016855,0.415983145,0,10,Solid R,3,0,0.0348,0,0.166062668,0.593405741,0.146165157,0.047402417,0.031781543,0.015182474
NC-06,Rural-suburban mix,0.38919747,0.44077692,0.162013602,0.008012009,Mark Walker,R,0.414,0.561,0.432,0.559,0.452,0.538,0.592291044,0.407708956,0,9,Solid R,3,0,0.1751,0,0.115262069,0.780524068,0.061508238,0.021874262,0.014285037,0.006546326
NC-07,Pure rural,0.528182793,0.395983262,0.075833945,0,David Rouzer,R,0.399,0.576,0.432,0.559,0.446,0.546,0.60913818,0.39086182,0,9,Solid R,3,0,0.1398,0,0.69797642,0.215327334,0.0409547,0.021016616,0.01609643,0.008628501
NC-08,Pure rural,0.492675839,0.445484737,0.061839424,0,Richard Hudson,R,0.411,0.561,0.444,0.547,0.453,0.539,0.587729264,0.412270736,0,8,Likely R,2,1,0.1171,0,0.498234044,0.356740564,0.071457782,0.033849133,0.025847398,0.013871079
NC-09,Sparse suburban,0.057787471,0.508660503,0.421783192,0.011768834,Robert Pittenger,R,0.428,0.544,0.438,0.554,0.452,0.54,0.581822775,0.418177225,0,7,Tossup,0,1,0.4518,1,0.032736499,0.090238274,0.732603638,0.097683327,0.034589088,0.012149172
NC-10,Rural-suburban mix,0.294110609,0.629424604,0.076464787,0,Patrick McHenry,R,0.364,0.61,0.404,0.585,0.416,0.574,0.631390388,0.368609612,0,13,Solid R,3,0,0.0019,0,0.190549646,0.409572766,0.232129671,0.07996371,0.057720664,0.030063543
NC-11,Pure rural,0.555204547,0.435652105,0.009143348,0,Mark Meadows,R,0.34,0.632,0.391,0.596,0.415,0.571,0.640889772,0.359110228,0,14,Solid R,3,0,0.0035,0,0.636193311,0.229380826,0.060693839,0.032269922,0.026248676,0.015213425
NC-12,Sparse suburban,0.019981799,0.431277123,0.47002111,0.078719968,Alma Adams,D,0.684,0.284,0.678,0.313,0.68,0.313,0.329759519,0.670240481,0,-18,Solid D,-3,0,0.9999,0,0.028309692,0.072260189,0.655293024,0.184978976,0.045604162,0.013553956
NC-13,Rural-suburban mix,0.293957293,0.460628534,0.245377355,3.68E-05,Ted Budd,R,0.44,0.534,0.461,0.529,0.479,0.512,0.561033722,0.438966278,0,6,Tossup,0,1,0.4606,1,0.074671286,0.665752415,0.187849288,0.040874365,0.021921566,0.00893108
ND-AL,Rural-suburban mix,0.406233954,0.251826364,0.267155871,0.074783811,Kevin Cramer,R,0.277,0.641,0.389,0.587,0.446,0.533,0.69130973,0,0.30869027,16,Solid R,3,0,0.0061,0,0.188135455,0.608482916,0.099484137,0.057110084,0.033872937,0.012914471
NE-01,Rural-suburban mix,0.34594012,0.207941433,0.358713611,0.087404837,Jeff Fortenberry,R,0.362,0.575,0.408,0.575,0.442,0.543,0.694526384,0.305473616,0,11,Solid R,3,0,0.0011,0,0.147476776,0.403707537,0.204255141,0.153196708,0.06909165,0.022272187
NE-02,Dense suburban,0.048023214,0.182680893,0.571399878,0.197896016,Don Bacon,R,0.46,0.482,0.457,0.528,0.5,0.488,0.489289232,0.477274304,0.033436464,4,Lean R,1,1,0.3474,1,0.007685097,0.014868692,0.036024694,0.907881671,0.027969491,0.005570356
NE-03,Pure rural,0.615709341,0.273872652,0.110418006,0,Adrian Smith,R,0.2,0.749,0.278,0.702,0.311,0.671,1,0,0,27,Solid R,3,0,0,0,0.974332646,0.01598102,0.004028535,0.002559186,0.002003082,0.00109553
